playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I990606,8.0,Will,Snelling,25,175,79,11,RIGHT,SA,2019,2016,Goodwood (SA)/West Adel (SA)/Port Adel/West Adel (SANFL),7.0,other,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990606.png?i10c=img.resize(scale_height:0.6),06/08/1997,CD_T50,ESS,Essendon,Bombers,8.0,73.8,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,32.7,35.0,2.0,0.0,0.0,34.0,75.7,107.0,429.0,81.0,21.0,10.0,5.0,5.0,0.0,0.0,0.0,27.0,66.0,0.0,0.0,0.0,0.0,20.0,1.0,9.0,51.2,0.0,0.0,41.0,0.6,24.0,2.0,3.0,921.0,6.0,107.0,314.0,212.8,3.0,0.0,29.0,3.0,3.0,1.0,6.0,28.0,11.0,6.0,107.0,22.0,72.0,8.0,73.8,0.0,0.0,1.0,0.0,2.1,0.0,0.0,0.0,0.0,32.7,4.4,0.3,0.0,0.0,4.3,75.7,13.4,53.6,10.1,2.6,1.3,0.6,0.6,0.0,0.0,0.0,3.4,8.3,0.0,0.0,0.0,0.0,2.5,0.1,1.1,51.2,0.0,0.0,5.1,0.6,3.0,0.3,0.4,115.2,0.8,13.4,205.9,0.4,0.0,3.6,0.4,0.4,0.1,0.8,3.5,1.4,0.8,13.4,2.8,9.0
CD_I990609,19.0,Charlie,Cameron,28,180,76,23,RIGHT,WA,2014,2014,Newman Saints (WA)/Swan Districts (WAFL)/Adelaide,,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990609.png?i10c=img.resize(scale_height:0.6),05/07/1994,CD_T20,BL,Brisbane Lions,Lions,19.0,87.1,16.0,1.0,1.0,1.0,46.0,0.0,0.0,0.0,12.0,45.3,105.0,52.0,12.0,23.1,38.0,60.4,230.0,1338.0,139.0,94.0,36.0,14.0,17.0,60.3,16.0,44.0,65.0,64.0,0.0,0.0,0.0,0.0,30.0,1.0,35.0,56.6,0.0,0.0,166.0,2.6,79.0,43.0,35.0,4118.0,23.0,249.0,70.0,399.0,8.0,0.0,108.0,17.0,73.0,6.0,7.0,55.0,36.0,8.0,232.0,57.0,127.0,19.0,87.1,0.8,0.1,1.0,0.1,2.4,0.0,0.0,0.0,0.6,45.3,5.5,2.7,0.6,23.1,2.0,60.4,12.1,70.4,7.3,4.9,1.9,0.7,0.9,60.3,0.8,2.3,3.4,3.4,0.0,0.0,0.0,0.0,1.6,0.1,1.8,56.6,0.0,0.0,8.7,2.6,4.2,2.3,1.8,216.7,1.2,13.1,399.0,0.4,0.0,5.7,0.9,3.8,0.3,0.4,2.9,1.9,0.4,12.2,3.0,6.7
CD_I990704,18.0,Patrick,Cripps,27,195,93,9,RIGHT,WA,2013,2014,Northampton (WA)/East Fremantle (WAFL),13.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990704.png?i10c=img.resize(scale_height:0.6),18/03/1995,CD_T30,CARL,Carlton,Blues,18.0,80.0,8.0,7.0,392.0,58.0,92.0,0.0,0.0,0.0,8.0,51.5,262.0,16.0,6.0,37.5,163.0,71.7,506.0,1834.0,363.0,109.0,20.0,30.0,44.0,52.8,9.0,19.0,151.0,308.0,11.0,1.0,9.1,15.5,81.0,5.0,40.0,55.1,0.0,0.0,198.0,0.6,71.0,15.0,6.0,6394.0,22.0,349.0,22.0,484.8,13.0,71.0,125.0,33.0,36.0,5.0,74.0,81.0,16.0,132.0,509.0,90.0,247.0,18.0,80.0,0.4,0.4,392.0,3.2,5.1,0.0,0.0,0.0,0.4,51.5,14.6,0.9,0.3,37.5,9.1,71.7,28.1,101.9,20.2,6.1,1.1,1.7,2.4,52.8,0.5,1.1,8.4,17.1,0.6,0.1,9.1,15.5,4.5,0.3,2.2,55.1,0.0,0.0,11.0,0.6,3.9,0.8,0.3,355.3,1.2,19.4,484.8,0.7,3.9,6.9,1.8,2.0,0.3,4.1,4.5,0.9,7.3,28.3,5.0,13.7
CD_I990740,18.0,Rory,Lobb,29,207,107,37,RIGHT,WA,2013,2014,Bassendean (WA)/Swan Districts (WAFL)/GWS,29.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990740.png?i10c=img.resize(scale_height:0.6),09/02/1993,CD_T60,FRE,Fremantle,Freo,18.0,97.5,21.0,0.0,96.0,5.0,36.0,2.0,22.2,9.0,26.0,51.2,107.0,58.0,11.0,19.0,45.0,67.6,204.0,1239.0,138.0,79.0,22.0,13.0,17.0,53.1,11.0,34.0,55.0,82.0,140.0,49.0,35.0,40.8,22.0,7.0,31.0,64.8,0.0,0.0,122.0,1.5,82.0,44.0,20.0,3675.0,66.0,185.0,172.0,307.5,8.0,343.0,102.0,20.0,64.0,54.0,6.0,30.0,14.0,11.0,209.0,44.0,102.0,18.0,97.5,1.2,0.0,96.0,0.3,2.0,0.1,22.2,0.5,1.4,51.2,5.9,3.2,0.6,19.0,2.5,67.6,11.3,68.8,7.7,4.4,1.2,0.7,0.9,53.1,0.6,1.9,3.1,4.6,7.8,2.7,35.0,40.8,1.2,0.4,1.7,64.8,0.0,0.0,6.8,1.5,4.6,2.4,1.1,204.2,3.7,10.3,292.7,0.4,19.1,5.7,1.1,3.6,3.0,0.3,1.7,0.8,0.6,11.6,2.4,5.7
CD_I990816,4.0,Aaron,Francis,24,193,92,10,RIGHT,SA,2015,2016,Loxton North (SA)/West Adelaide (SANFL),6.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990816.png?i10c=img.resize(scale_height:0.6),10/08/1997,CD_T50,ESS,Essendon,Bombers,4.0,80.3,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,29.0,9.0,9.0,1.0,11.1,7.0,64.3,28.0,162.0,18.0,8.0,5.0,3.0,1.0,50.0,2.0,4.0,5.0,13.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,53.3,0.0,0.0,15.0,1.2,16.0,7.0,3.0,513.0,11.0,31.0,514.0,88.6,0.0,0.0,15.0,0.0,8.0,8.0,0.0,6.0,3.0,0.0,31.0,8.0,22.0,4.0,80.3,0.8,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.5,29.0,2.3,2.3,0.3,11.1,1.8,64.3,7.0,40.5,4.5,2.0,1.3,0.8,0.3,50.0,0.5,1.0,1.3,3.3,0.0,0.0,0.0,0.0,2.0,0.3,0.3,53.3,0.0,0.0,3.8,1.2,4.0,1.8,0.8,128.3,2.8,7.8,88.6,0.0,0.0,3.8,0.0,2.0,2.0,0.0,1.5,0.8,0.0,7.8,2.0,5.5
CD_I990827,19.0,Jack,Graham,24,181,83,34,RIGHT,SA,2016,2017,Tea Tree Gully (SA)/North Adelaide (SANFL),53.0,nationalDraft,MIDFIELDER_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990827.png?i10c=img.resize(scale_height:0.6),25/02/1998,CD_T120,RICH,Richmond,Tigers,19.0,79.1,2.0,4.0,129.0,11.0,66.0,0.0,0.0,0.0,0.0,37.2,135.0,1.0,1.0,100.0,173.0,69.1,350.0,1438.0,242.0,108.0,17.0,18.0,25.0,57.1,7.0,8.0,102.0,169.0,0.0,0.0,0.0,0.0,81.0,3.0,42.0,59.7,0.0,0.0,181.0,1.1,56.0,2.0,6.0,5692.0,11.0,477.0,121.0,348.1,17.0,0.0,81.0,17.0,14.0,2.0,25.0,92.0,16.0,36.0,363.0,91.0,228.0,19.0,79.1,0.1,0.2,129.0,0.6,3.5,0.0,0.0,0.0,0.0,37.2,7.1,0.1,0.1,100.0,9.1,69.1,18.4,75.7,12.7,5.7,0.9,0.9,1.3,57.1,0.4,0.4,5.4,8.9,0.0,0.0,0.0,0.0,4.3,0.2,2.2,59.7,0.0,0.0,9.5,1.1,2.9,0.1,0.3,299.6,0.6,25.1,355.0,0.9,0.0,4.3,0.9,0.7,0.1,1.3,4.8,0.8,1.9,19.1,4.8,12.0
CD_I990840,5.0,Jack,Hayes,26,194,92,47,RIGHT,SA,2021,2022,Brinkworth Spalding Redhill (SA)/Woodville-West Torrens (SANFL),,preseason,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990840.png?i10c=img.resize(scale_height:0.6),06/03/1996,CD_T130,STK,St Kilda,Saints,5.0,63.0,1.0,0.0,23.0,5.0,8.0,0.0,0.0,1.0,7.0,58.7,37.0,11.0,1.0,9.1,15.0,80.0,60.0,305.0,48.0,17.0,5.0,2.0,10.0,75.0,2.0,6.0,18.0,34.0,13.0,7.0,53.8,21.3,5.0,6.0,13.0,65.4,0.0,0.0,26.0,0.8,23.0,6.0,3.0,660.0,9.0,39.0,573.0,55.9,2.0,61.0,25.0,10.0,8.0,3.0,5.0,9.0,1.0,10.0,63.0,10.0,26.0,5.0,63.0,0.2,0.0,23.0,1.0,1.6,0.0,0.0,0.2,1.4,58.7,7.4,2.2,0.2,9.1,3.0,80.0,12.0,61.0,9.6,3.4,1.0,0.4,2.0,75.0,0.4,1.2,3.6,6.8,2.6,1.4,53.8,21.3,1.0,1.2,2.6,65.4,0.0,0.0,5.2,0.8,4.6,1.2,0.6,132.0,1.8,7.8,55.9,0.4,12.2,5.0,2.0,1.6,0.6,1.0,1.8,0.2,2.0,12.6,2.0,5.2
CD_I990882,10.0,Wayne,Milera,24,184,86,30,RIGHT,SA,2015,2016,Ingle Farm (SA)/Central District (SANFL),11.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990882.png?i10c=img.resize(scale_height:0.6),14/09/1997,CD_T10,ADEL,Adelaide Crows,Crows,10.0,74.3,6.0,2.0,0.0,0.0,18.0,0.0,0.0,1.0,2.0,35.8,49.0,6.0,2.0,33.3,34.0,79.4,136.0,529.0,108.0,49.0,12.0,8.0,4.0,41.7,9.0,5.0,39.0,64.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,68.1,2.0,0.0,72.0,1.1,31.0,5.0,3.0,1795.0,12.0,102.0,561.0,63.3,6.0,0.0,46.0,8.0,12.0,8.0,3.0,19.0,7.0,3.0,137.0,15.0,88.0,10.0,74.3,0.6,0.2,0.0,0.0,1.8,0.0,0.0,0.1,0.2,35.8,4.9,0.6,0.2,33.3,3.4,79.4,13.6,52.9,10.8,4.9,1.2,0.8,0.4,41.7,0.9,0.5,3.9,6.4,0.0,0.0,0.0,0.0,1.8,0.3,2.5,68.1,2.0,0.0,7.2,1.1,3.1,0.5,0.3,179.5,1.2,10.2,63.3,0.6,0.0,4.6,0.8,1.2,0.8,0.3,1.9,0.7,0.3,13.7,1.5,8.8
CD_I990978,7.0,Greg,Clark,25,195,94,39,RIGHT,WA,2021,2022,Sorrento-Duncraig (WA)/Subiaco (WAFL),62.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990978.png?i10c=img.resize(scale_height:0.6),24/05/1997,CD_T150,WCE,West Coast Eagles,Eagles,7.0,63.0,1.0,0.0,42.0,3.0,15.0,0.0,0.0,1.0,0.0,36.3,33.0,2.0,1.0,50.0,49.0,77.3,88.0,412.0,68.0,35.0,4.0,6.0,8.0,33.3,1.0,1.0,23.0,39.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,71.4,0.0,0.0,49.0,1.3,22.0,1.0,0.0,1522.0,7.0,105.0,597.0,39.3,10.0,1.0,15.0,3.0,3.0,4.0,9.0,31.0,3.0,12.0,91.0,21.0,58.0,7.0,63.0,0.1,0.0,42.0,0.4,2.1,0.0,0.0,0.1,0.0,36.3,4.7,0.3,0.1,50.0,7.0,77.3,12.6,58.9,9.7,5.0,0.6,0.9,1.1,33.3,0.1,0.1,3.3,5.6,0.0,0.0,0.0,0.0,1.9,0.0,1.6,71.4,0.0,0.0,7.0,1.3,3.1,0.1,0.0,217.6,1.0,15.0,39.3,1.4,0.1,2.1,0.4,0.4,0.6,1.3,4.4,0.4,1.7,13.0,3.0,8.3
CD_I991773,6.0,Billy,Frampton,25,201,99,22,RIGHT,WA,2014,2018,East Fremantle Power (WA)/South Fremantle (WAFL)/Port Adel,84.0,nationalDraft,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991773.png?i10c=img.resize(scale_height:0.6),20/11/1996,CD_T10,ADEL,Adelaide Crows,Crows,6.0,95.5,0.0,0.0,0.0,0.0,16.0,10.0,38.5,26.0,4.0,24.5,23.0,2.0,1.0,50.0,22.0,87.0,108.0,417.0,94.0,74.0,0.0,4.0,8.0,100.0,1.0,1.0,11.0,26.0,0.0,0.0,0.0,0.0,6.0,8.0,28.0,90.2,12.0,12.0,82.0,3.2,39.0,0.0,0.0,2548.0,34.0,26.0,545.0,70.4,38.0,0.0,20.0,8.0,1.0,31.0,1.0,0.0,0.0,1.0,94.0,26.0,71.0,6.0,95.5,0.0,0.0,0.0,0.0,2.7,1.7,38.5,4.3,0.7,24.5,3.8,0.3,0.2,50.0,3.7,87.0,18.0,69.5,15.7,12.3,0.0,0.7,1.3,100.0,0.2,0.2,1.8,4.3,0.0,0.0,0.0,0.0,1.0,1.3,4.7,90.2,12.0,12.0,13.7,3.2,6.5,0.0,0.0,424.8,5.7,4.3,70.4,6.3,0.0,3.3,1.3,0.2,5.2,0.2,0.0,0.0,0.2,15.7,4.3,11.8
CD_I991930,19.0,Darcy,Byrne-Jones,26,181,76,33,RIGHT,VIC,2013,2016,Camberwell (Vic)/Scotch College (Vic)/Oakleigh U18,52.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991930.png?i10c=img.resize(scale_height:0.6),20/09/1995,CD_T110,PORT,Port Adelaide,Power,19.0,79.4,2.0,13.0,0.0,4.0,66.0,5.0,33.3,15.0,1.0,29.8,125.0,1.0,0.0,0.0,205.0,75.6,418.0,1513.0,316.0,177.0,1.0,18.0,16.0,33.3,2.0,1.0,106.0,166.0,0.0,0.0,0.0,0.0,28.0,21.0,129.0,70.2,3.0,0.0,252.0,1.5,105.0,1.0,0.0,5647.0,27.0,293.0,200.0,294.0,62.0,0.0,62.0,22.0,3.0,19.0,21.0,35.0,0.0,25.0,419.0,76.0,294.0,19.0,79.4,0.1,0.7,0.0,0.2,3.5,0.3,33.3,0.8,0.1,29.8,6.6,0.1,0.0,0.0,10.8,75.6,22.0,79.6,16.6,9.3,0.1,0.9,0.8,33.3,0.1,0.1,5.6,8.7,0.0,0.0,0.0,0.0,1.5,1.1,6.8,70.2,3.0,0.0,13.3,1.5,5.5,0.1,0.0,297.2,1.4,15.4,287.3,3.3,0.0,3.3,1.2,0.2,1.0,1.1,1.8,0.0,1.3,22.1,4.0,15.5
CD_I991933,14.0,Jason,Castagna,26,182,82,11,RIGHT,VIC,2017,2016,Warrandyte (Vic)/Marcellin College (Vic)/Northern U18,,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991933.png?i10c=img.resize(scale_height:0.6),12/07/1996,CD_T120,RICH,Richmond,Tigers,14.0,77.1,9.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,36.9,66.0,14.0,6.0,42.9,33.0,61.0,177.0,816.0,108.0,51.0,22.0,8.0,7.0,32.4,7.0,11.0,47.0,78.0,0.0,0.0,0.0,0.0,27.0,2.0,14.0,51.5,0.0,0.0,99.0,1.3,59.0,13.0,13.0,2959.0,2.0,161.0,320.0,207.3,7.0,0.0,57.0,5.0,34.0,2.0,1.0,32.0,13.0,1.0,179.0,50.0,113.0,14.0,77.1,0.6,0.1,0.0,0.0,2.7,0.0,0.0,0.0,0.6,36.9,4.7,1.0,0.4,42.9,2.4,61.0,12.6,58.3,7.7,3.6,1.6,0.6,0.5,32.4,0.5,0.8,3.4,5.6,0.0,0.0,0.0,0.0,1.9,0.1,1.0,51.5,0.0,0.0,7.1,1.3,4.2,0.9,0.9,211.4,0.1,11.5,214.0,0.5,0.0,4.1,0.4,2.4,0.1,0.1,2.3,0.9,0.1,12.8,3.6,8.1
CD_I991939,11.0,Zaine,Cordy,25,195,92,12,RIGHT,VIC,2014,2015,Ocean Grove (Vic)/Geelong College (Vic)/Geelong U18,62.0,fatherSon,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991939.png?i10c=img.resize(scale_height:0.6),27/10/1996,CD_T140,WB,Western Bulldogs,Bulldogs,11.0,74.0,0.0,0.0,39.0,3.0,25.0,4.0,50.0,8.0,3.0,48.1,38.0,7.0,0.0,0.0,38.0,80.3,76.0,352.0,61.0,30.0,6.0,13.0,6.0,66.7,3.0,2.0,24.0,35.0,35.0,11.0,31.4,21.9,9.0,2.0,20.0,73.2,0.0,0.0,41.0,1.2,19.0,4.0,2.0,952.0,44.0,99.0,319.0,207.4,7.0,160.0,18.0,4.0,3.0,29.0,5.0,22.0,3.0,8.0,79.0,14.0,41.0,11.0,74.0,0.0,0.0,39.0,0.3,2.3,0.4,50.0,0.7,0.3,48.1,3.5,0.6,0.0,0.0,3.5,80.3,6.9,32.0,5.5,2.7,0.5,1.2,0.5,66.7,0.3,0.2,2.2,3.2,3.2,1.0,31.4,21.9,0.8,0.2,1.8,73.2,0.0,0.0,3.7,1.2,1.7,0.4,0.2,86.6,4.0,9.0,203.2,0.6,14.5,1.6,0.4,0.3,2.6,0.5,2.0,0.3,0.7,7.2,1.3,3.7
CD_I991976,2.0,Will,Hayes,27,181,78,40,RIGHT,VIC,2018,2019,Euroa (Vic)/Melb Grammar (Vic)/Sandringham U18/Footscray (VFL)/WB/Carlton (VFL),78.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991976.png?i10c=img.resize(scale_height:0.6),05/06/1995,CD_T30,CARL,Carlton,Blues,2.0,42.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,34.5,10.0,0.0,0.0,0.0,6.0,71.4,28.0,93.0,20.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,46.7,0.0,0.0,15.0,1.2,7.0,2.0,1.0,457.0,1.0,9.0,671.0,9.2,1.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,29.0,7.0,19.0,2.0,42.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.0,34.5,5.0,0.0,0.0,0.0,3.0,71.4,14.0,46.5,10.0,3.5,1.0,0.5,0.0,0.0,0.5,0.0,5.0,6.5,0.0,0.0,0.0,0.0,1.5,0.0,2.5,46.7,0.0,0.0,7.5,1.2,3.5,1.0,0.5,228.8,0.5,4.5,9.2,0.5,0.0,2.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,14.5,3.5,9.5
CD_I991988,11.0,Zak,Jones,27,182,79,3,RIGHT,VIC,2013,2014,Mt Eliza (Vic)/Dandenong U18/Sydney,15.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991988.png?i10c=img.resize(scale_height:0.6),15/03/1995,CD_T130,STK,St Kilda,Saints,11.0,66.6,1.0,5.0,140.0,21.0,40.0,0.0,0.0,1.0,0.0,38.3,80.0,0.0,0.0,0.0,107.0,75.0,204.0,717.0,153.0,60.0,6.0,20.0,12.0,40.0,4.0,2.0,53.0,104.0,0.0,0.0,0.0,0.0,30.0,1.0,21.0,60.0,0.0,0.0,100.0,1.0,28.0,2.0,1.0,2647.0,8.0,203.0,286.0,231.5,11.0,0.0,35.0,7.0,5.0,6.0,17.0,40.0,3.0,38.0,209.0,34.0,129.0,11.0,66.6,0.1,0.5,140.0,1.9,3.6,0.0,0.0,0.1,0.0,38.3,7.3,0.0,0.0,0.0,9.7,75.0,18.5,65.2,13.9,5.5,0.5,1.8,1.1,40.0,0.4,0.2,4.8,9.5,0.0,0.0,0.0,0.0,2.7,0.1,1.9,60.0,0.0,0.0,9.1,1.0,2.5,0.2,0.1,240.7,0.7,18.5,230.2,1.0,0.0,3.2,0.6,0.5,0.5,1.5,3.6,0.3,3.5,19.0,3.1,11.7
CD_I992010,18.0,Brayden,Maynard,25,189,93,37,LEFT,VIC,2014,2015,Hampton Rovers (Vic)/Sandringham U18,30.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992010.png?i10c=img.resize(scale_height:0.6),20/09/1996,CD_T40,COLL,Collingwood,Magpies,18.0,83.0,0.0,6.0,7.0,1.0,64.0,8.0,19.5,41.0,13.0,39.2,118.0,0.0,0.0,0.0,188.0,74.6,315.0,1279.0,235.0,154.0,0.0,20.0,14.0,25.0,4.0,1.0,72.0,104.0,0.0,0.0,0.0,0.0,47.0,32.0,127.0,73.0,18.0,14.0,211.0,2.0,82.0,0.0,1.0,6479.0,82.0,263.0,66.0,402.1,62.0,0.0,49.0,20.0,4.0,52.0,10.0,58.0,0.0,11.0,301.0,69.0,183.0,18.0,83.0,0.0,0.3,7.0,0.1,3.6,0.4,19.5,2.3,0.7,39.2,6.6,0.0,0.0,0.0,10.4,74.6,17.5,71.1,13.1,8.6,0.0,1.1,0.8,25.0,0.2,0.1,4.0,5.8,0.0,0.0,0.0,0.0,2.6,1.8,7.1,73.0,18.0,14.0,11.7,2.0,4.6,0.0,0.1,360.0,4.6,14.6,404.3,3.4,0.0,2.7,1.1,0.2,2.9,0.6,3.2,0.0,0.6,16.7,3.8,10.2
CD_I992012,0.0,Garrett,McDonagh,26,184,82,36,LEFT,VIC,2021,,West Preston Lakeside (Vic)/Northern U18/N Blues (Vic)/Coburg (Vic)/Rich (VFL),50.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992012.png?i10c=img.resize(scale_height:0.6),19/06/1996,CD_T50,ESS,Essendon,Bombers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
